Team 1,Team 2,Round,Tournament,Team 1 Scores,Team 2 Scores,Division
Nuts N Cuts LLC,CRO Reverse Funnel,Round of 32,rivercup,"[13, 15, 15]","[15, 12, 13]",Premier 5.0
Soggy Tacos,Do2,Round of 32,rivercup,"[13, 15, 15]","[15, 12, 12]",Premier 5.0
Quick Hands,CRO Double McTwist,Round of 32,rivercup,"[1, 0, 1]","[0, 1, 0]",Premier 5.0
LIV Big Guns,CRO Yorkers,Round of 32,rivercup,"[15, 15]","[10, 13]",Premier 5.0
GFD Shorter & Taller,Milk Men,Round of 32,rivercup,"[21, 16]","[7, 14]",Premier 5.0
Prairie Oysters,Moshpit,Round of 32,rivercup,"[13, 15, 11]","[15, 11, 15]",Premier 5.0
CRO Fall Damage,Sum(m)er Tim(e),Round of 32,rivercup,"[15, 15]","[13, 11]",Premier 5.0
Defected,CRO happy birthday!,Round of 32,rivercup,"[12, 12]","[15, 15]",Premier 5.0
Yin&yang,GFD Cleveland Cowboys,Round of 32,rivercup,"[12, 15, 8]","[15, 13, 15]",Premier 5.0
Wesburn,CRO Indi Partners,Round of 32,rivercup,"[15, 15]","[12, 12]",Premier 5.0
The Prince,Nuts N Cuts LLC,Round of 16,rivercup,"[21, 21]","[16, 9]",Premier 5.0
Soggy Tacos,Quick Hands,Round of 16,rivercup,"[1, 0, 1]","[0, 1, 0]",Premier 5.0
Critical Hit,LIV Big Guns,Round of 16,rivercup,"[21, 21]","[17, 16]",Premier 5.0
Nelson/Wideman,GFD Shorter & Taller,Round of 16,rivercup,"[18, 21, 20]","[21, 17, 22]",Premier 5.0
Tube Steaks,Moshpit,Round of 16,rivercup,"[19, 21, 21]","[21, 16, 18]",Premier 5.0
CRO Fall Damage,CRO happy birthday!,Round of 16,rivercup,"[21, 21]","[17, 17]",Premier 5.0
Insystem,GFD Cleveland Cowboys,Round of 16,rivercup,"[21, 1]","[6, 0]",Premier 5.0
GFD Get Gaped,Wesburn,Round of 16,rivercup,"[21, 1]","[18, 0]",Premier 5.0
The Prince,Soggy Tacos,Quarter-finals,rivercup,"[21, 21]","[17, 15]",Premier 5.0
Critical Hit,GFD Shorter & Taller,Quarter-finals,rivercup,"[21, 25]","[16, 23]",Premier 5.0
Tube Steaks,CRO Fall Damage,Quarter-finals,rivercup,"[19, 24, 21]","[21, 22, 18]",Premier 5.0
Insystem,GFD Get Gaped,Quarter-finals,rivercup,"[21, 21]","[11, 10]",Premier 5.0
The Prince,Critical Hit,Semi-finals,rivercup,"[13, 21, 22]","[21, 17, 24]",Premier 5.0
Tube Steaks,Insystem,Semi-finals,rivercup,"[15, 15]","[21, 21]",Premier 5.0
Critical Hit,Insystem,Final,rivercup,"[18, 21, 19]","[21, 14, 21]",Premier 5.0
Tube Steaks,The Prince,Third Place,rivercup,"[19, 11]","[21, 21]",Premier 5.0
GFD Shorter & Taller,Soggy Tacos,P5: Semi-finals,rivercup,[-1],[-1],Premier 5.0
GFD Get Gaped,CRO Fall Damage,P5: Semi-finals,rivercup,[-1],[-1],Premier 5.0
Quick Hands,Nuts N Cuts LLC,P9: Quarter-finals,rivercup,[0],[-1],Premier 5.0
Nelson/Wideman,LIV Big Guns,P9: Quarter-finals,rivercup,[-1],[-1],Premier 5.0
CRO happy birthday!,Moshpit,P9: Quarter-finals,rivercup,[-1],[0],Premier 5.0
Wesburn,GFD Cleveland Cowboys,P9: Quarter-finals,rivercup,[21],[13],Premier 5.0
Moshpit,Wesburn,P9: Semi-finals,rivercup,[-1],[-1],Premier 5.0
GFD Cleveland Cowboys,CRO happy birthday!,P13: Semi-finals,rivercup,[-1],[-1],Premier 5.0
CRO Double McTwist,Do2,P17: Round of 16,rivercup,[20],[22],Premier 5.0
Defected,Sum(m)er Tim(e),P17: Round of 16,rivercup,[21],[15],Premier 5.0
CRO Reverse Funnel,Do2,P17: Quarter-finals,rivercup,[21],[14],Premier 5.0
CRO Yorkers,Milk Men,P17: Quarter-finals,rivercup,[44],[42],Premier 5.0
Prairie Oysters,Defected,P17: Quarter-finals,rivercup,[20],[22],Premier 5.0
Yin&yang,CRO Indi Partners,P17: Quarter-finals,rivercup,[0],[-1],Premier 5.0
CRO Reverse Funnel,CRO Yorkers,P17: Semi-finals,rivercup,[0],[-1],Premier 5.0
Defected,Yin&yang,P17: Semi-finals,rivercup,[0],[-1],Premier 5.0
CRO Reverse Funnel,Defected,P17: Final,rivercup,[25],[23],Premier 5.0
Yin&yang,CRO Yorkers,P17: Final,rivercup,[-1],[-1],Premier 5.0
Milk Men,Do2,P21: Semi-finals,rivercup,[0],[1],Premier 5.0
CRO Indi Partners,Prairie Oysters,P21: Semi-finals,rivercup,[-1],[-1],Premier 5.0
CRO Double McTwist,Sum(m)er Tim(e),P25: Final,rivercup,[1],[2],Premier 5.0
CRO Double McTwist,Sum(m)er Tim(e),P25: Final,rivercup,[1],[2],Premier 5.0
FURY: REVENGE TOUR 😈,Till We Spike Again,Round of 32,rivercup,"[0, 0]","[1, 1]",Contenders 4.5
Homies,Brezra,Round of 32,rivercup,"[15, 20]","[10, 18]",Contenders 4.5
Touching Balls,Los Kid Cutty,Round of 32,rivercup,"[15, 15]","[12, 10]",Contenders 4.5
Iced Out,Victory Laps,Round of 32,rivercup,"[15, 15]","[6, 9]",Contenders 4.5
FCR Cold Cut Combo,Better at Volleyball,Round of 32,rivercup,"[10, 15, 13]","[15, 10, 15]",Contenders 4.5
Get Out Ball,Off -Road Rallies,Round of 32,rivercup,"[15, 15]","[10, 8]",Contenders 4.5
Nemesis Foundnet,Feints & Flicks,Round of 32,rivercup,"[15, 18]","[10, 16]",Contenders 4.5
No left,FREE SMOKE,Round of 32,rivercup,"[15, 13, 15]","[12, 15, 12]",Contenders 4.5
BRO Swaggy Kim,Blue-Green Algae,Round of 32,rivercup,"[15, 15]","[9, 7]",Contenders 4.5
Short and Sweet,Rookies,Round of 32,rivercup,"[15, 15]","[12, 12]",Contenders 4.5
Balls Up,Kluber Kreamers,Round of 32,rivercup,"[15, 15]","[13, 13]",Contenders 4.5
Bomb Squad,The Imperials,Round of 32,rivercup,"[1, 0]","[0, -1]",Contenders 4.5
NEM Tenacity,FCR Age Gapped,Round of 32,rivercup,"[15, 13, 18]","[13, 15, 16]",Contenders 4.5
FCR BHAD Boys,Till We Spike Again,Round of 16,rivercup,"[21, 21]","[11, 12]",Contenders 4.5
Homies,Touching Balls,Round of 16,rivercup,"[0, 1, 0]","[1, 0, 1]",Contenders 4.5
Iced Out,Better at Volleyball,Round of 16,rivercup,"[21, 21]","[10, 15]",Contenders 4.5
Get Out Ball,Nemesis Foundnet,Round of 16,rivercup,"[16, 26]","[21, 28]",Contenders 4.5
Trakadaloupe,No left,Round of 16,rivercup,"[21, 21]","[16, 8]",Contenders 4.5
